message,intent
"Due to landslide, situation is worsening in Nainital. Need aid!",evacuation_request
"Severe fire has affected us in Pithoragarh, need urgent help!",request_rescue
"Severe cloudburst has affected us in Tehri, need urgent help!",request_medical_aid
"We are trapped in a fire in Chamoli, send help!",request_rescue
"We are trapped in a cloudburst in Bageshwar, send help!",request_rescue
Water and food are running out after flood hit Tehri.,request_supplies
We need medical assistance due to earthquake in Rudraprayag.,request_medical_aid
"There is a landslide in Uttarkashi, please assist us.",missing_person
"Due to fire, situation is worsening in Tehri. Need aid!",power_failure
We need medical assistance due to landslide in Nainital.,request_medical_aid
Water and food are running out after hailstorm hit Bageshwar.,request_supplies
We need medical assistance due to fire in Dehradun.,request_medical_aid
Electricity has gone after landslide in Pithoragarh.,power_failure
"We are trapped in a drought in Tehri, send help!",request_rescue
We need medical assistance due to hailstorm in Nainital.,request_medical_aid
"There is a landslide in Almora, please assist us.",evacuation_request
Help! Our house is stuck due to a cloudburst in Chamoli.,request_rescue
We need to evacuate urgently due to landslide in Dehradun.,evacuation_request
"Severe cloudburst has affected us in Chamoli, need urgent help!",request_information
We need to evacuate urgently due to fire in Pithoragarh.,evacuation_request
Electricity has gone after earthquake in Almora.,power_failure
Water and food are running out after cloudburst hit Chamoli.,request_supplies
Help! Our house is stuck due to a fire in Chamoli.,request_supplies
Electricity has gone after fire in Almora.,power_failure
Water and food are running out after earthquake hit Dehradun.,request_supplies
"There is a landslide in Almora, please assist us.",power_failure
"We are trapped in a hailstorm in Nainital, send help!",request_rescue
"There is a landslide in Nainital, please assist us.",request_information
Electricity has gone after earthquake in Bageshwar.,power_failure
"Severe earthquake has affected us in Pithoragarh, need urgent help!",request_information
"Due to drought, situation is worsening in Almora. Need aid!",damage_report
We need to evacuate urgently due to cloudburst in Nainital.,evacuation_request
"Due to drought, situation is worsening in Pithoragarh. Need aid!",power_failure
We need medical assistance due to cloudburst in Nainital.,request_medical_aid
We need medical assistance due to hailstorm in Pauri.,request_medical_aid
Water and food are running out after fire hit Pauri.,request_supplies
Water and food are running out after hailstorm hit Chamoli.,request_supplies
Water and food are running out after flood hit Pauri.,request_supplies
"There is a cloudburst in Pithoragarh, please assist us.",damage_report
"We are trapped in a fire in Uttarkashi, send help!",request_rescue
"We are trapped in a cloudburst in Bageshwar, send help!",request_rescue
"We are trapped in a cloudburst in Chamoli, send help!",request_rescue
Water and food are running out after flood hit Bageshwar.,request_supplies
"We are trapped in a hailstorm in Pauri, send help!",request_rescue
"There is a landslide in Dehradun, please assist us.",request_supplies
"There is a landslide in Almora, please assist us.",missing_person
Help! Our house is stuck due to a landslide in Rudraprayag.,damage_report
"Due to landslide, situation is worsening in Chamoli. Need aid!",missing_person
We need medical assistance due to landslide in Almora.,request_medical_aid
We need medical assistance due to cloudburst in Pauri.,request_medical_aid
Electricity has gone after hailstorm in Nainital.,power_failure
Electricity has gone after drought in Pithoragarh.,power_failure
"We are trapped in a drought in Bageshwar, send help!",request_rescue
People missing after drought in Uttarkashi.,missing_person
Help! Our house is stuck due to a earthquake in Pithoragarh.,power_failure
Water and food are running out after earthquake hit Nainital.,request_supplies
Electricity has gone after landslide in Dehradun.,power_failure
We need medical assistance due to drought in Rudraprayag.,request_medical_aid
Water and food are running out after hailstorm hit Rudraprayag.,request_supplies
Help! Our house is stuck due to a hailstorm in Rudraprayag.,evacuation_request
"We are trapped in a hailstorm in Pithoragarh, send help!",request_rescue
Water and food are running out after hailstorm hit Tehri.,request_supplies
"Severe earthquake has affected us in Pithoragarh, need urgent help!",request_medical_aid
"Severe cloudburst has affected us in Pauri, need urgent help!",damage_report
"There is a fire in Pauri, please assist us.",missing_person
"There is a earthquake in Pauri, please assist us.",power_failure
"There is a fire in Uttarkashi, please assist us.",power_failure
We need to evacuate urgently due to cloudburst in Pauri.,evacuation_request
"Severe cloudburst has affected us in Uttarkashi, need urgent help!",request_information
Help! Our house is stuck due to a flood in Rudraprayag.,request_information
"Due to flood, situation is worsening in Uttarkashi. Need aid!",missing_person
Electricity has gone after drought in Uttarkashi.,power_failure
Water and food are running out after fire hit Pithoragarh.,request_supplies
We need to evacuate urgently due to cloudburst in Pithoragarh.,evacuation_request
We need to evacuate urgently due to earthquake in Chamoli.,evacuation_request
"Due to fire, situation is worsening in Dehradun. Need aid!",request_rescue
We need medical assistance due to landslide in Dehradun.,request_medical_aid
Help! Our house is stuck due to a cloudburst in Tehri.,power_failure
Water and food are running out after drought hit Tehri.,request_supplies
Help! Our house is stuck due to a cloudburst in Tehri.,request_supplies
We need to evacuate urgently due to hailstorm in Dehradun.,evacuation_request
Electricity has gone after fire in Chamoli.,power_failure
We need to evacuate urgently due to cloudburst in Pauri.,evacuation_request
"Severe drought has affected us in Dehradun, need urgent help!",missing_person
"We are trapped in a landslide in Almora, send help!",request_rescue
Help! Our house is stuck due to a cloudburst in Tehri.,request_information
Water and food are running out after hailstorm hit Bageshwar.,request_supplies
"There is a cloudburst in Chamoli, please assist us.",damage_report
We need medical assistance due to hailstorm in Tehri.,request_medical_aid
We need medical assistance due to flood in Rudraprayag.,request_medical_aid
Help! Our house is stuck due to a flood in Almora.,request_medical_aid
People missing after cloudburst in Tehri.,missing_person
We need to evacuate urgently due to flood in Tehri.,evacuation_request
Water and food are running out after earthquake hit Dehradun.,request_supplies
Electricity has gone after fire in Almora.,power_failure
We need medical assistance due to landslide in Tehri.,request_medical_aid
"Severe landslide has affected us in Almora, need urgent help!",damage_report
People missing after flood in Bageshwar.,missing_person
We need to evacuate urgently due to hailstorm in Bageshwar.,evacuation_request
Electricity has gone after fire in Pithoragarh.,power_failure
We need to evacuate urgently due to earthquake in Pithoragarh.,evacuation_request
"Due to fire, situation is worsening in Dehradun. Need aid!",evacuation_request
We need medical assistance due to flood in Nainital.,request_medical_aid
"We are trapped in a flood in Rudraprayag, send help!",request_rescue
"Due to cloudburst, situation is worsening in Chamoli. Need aid!",missing_person
We need medical assistance due to cloudburst in Tehri.,request_medical_aid
Electricity has gone after landslide in Dehradun.,power_failure
We need to evacuate urgently due to drought in Uttarkashi.,evacuation_request
"We are trapped in a drought in Dehradun, send help!",request_rescue
Electricity has gone after landslide in Nainital.,power_failure
People missing after earthquake in Chamoli.,missing_person
We need to evacuate urgently due to drought in Almora.,evacuation_request
"Due to fire, situation is worsening in Nainital. Need aid!",request_medical_aid
"Severe fire has affected us in Tehri, need urgent help!",missing_person
We need to evacuate urgently due to fire in Nainital.,evacuation_request
We need medical assistance due to hailstorm in Pauri.,request_medical_aid
We need medical assistance due to cloudburst in Chamoli.,request_medical_aid
"There is a fire in Almora, please assist us.",request_medical_aid
Water and food are running out after fire hit Pauri.,request_supplies
People missing after earthquake in Bageshwar.,missing_person
Help! Our house is stuck due to a fire in Nainital.,damage_report
Help! Our house is stuck due to a hailstorm in Pithoragarh.,request_supplies
Electricity has gone after drought in Dehradun.,power_failure
"There is a cloudburst in Tehri, please assist us.",request_medical_aid
Water and food are running out after drought hit Rudraprayag.,request_supplies
"Due to flood, situation is worsening in Uttarkashi. Need aid!",request_medical_aid
"We are trapped in a landslide in Uttarkashi, send help!",request_rescue
We need medical assistance due to fire in Nainital.,request_medical_aid
"We are trapped in a fire in Tehri, send help!",request_rescue
"We are trapped in a flood in Almora, send help!",request_rescue
Water and food are running out after earthquake hit Pithoragarh.,request_supplies
Electricity has gone after flood in Uttarkashi.,power_failure
"There is a flood in Pauri, please assist us.",missing_person
Help! Our house is stuck due to a flood in Rudraprayag.,request_rescue
"We are trapped in a landslide in Chamoli, send help!",request_rescue
"Severe fire has affected us in Chamoli, need urgent help!",request_supplies
"Due to earthquake, situation is worsening in Bageshwar. Need aid!",request_information
"We are trapped in a drought in Almora, send help!",request_rescue
Water and food are running out after drought hit Pithoragarh.,request_supplies
Electricity has gone after flood in Pauri.,power_failure
People missing after landslide in Uttarkashi.,missing_person
Water and food are running out after fire hit Bageshwar.,request_supplies
Electricity has gone after drought in Dehradun.,power_failure
Water and food are running out after drought hit Tehri.,request_supplies
"We are trapped in a flood in Rudraprayag, send help!",request_rescue
"We are trapped in a fire in Uttarkashi, send help!",request_rescue
"There is a earthquake in Almora, please assist us.",request_medical_aid
Help! Our house is stuck due to a flood in Almora.,missing_person
Water and food are running out after fire hit Chamoli.,request_supplies
Water and food are running out after cloudburst hit Uttarkashi.,request_supplies
"There is a flood in Bageshwar, please assist us.",request_supplies
We need to evacuate urgently due to landslide in Dehradun.,evacuation_request
People missing after cloudburst in Bageshwar.,missing_person
"There is a drought in Uttarkashi, please assist us.",missing_person
We need medical assistance due to landslide in Pauri.,request_medical_aid
"We are trapped in a hailstorm in Pauri, send help!",request_rescue
Help! Our house is stuck due to a cloudburst in Rudraprayag.,request_medical_aid
Help! Our house is stuck due to a flood in Dehradun.,request_rescue
"Due to landslide, situation is worsening in Bageshwar. Need aid!",power_failure
Water and food are running out after landslide hit Bageshwar.,request_supplies
"Due to flood, situation is worsening in Almora. Need aid!",power_failure
"There is a fire in Pauri, please assist us.",request_rescue
Electricity has gone after earthquake in Pauri.,power_failure
"There is a flood in Almora, please assist us.",evacuation_request
Help! Our house is stuck due to a fire in Pauri.,missing_person
Electricity has gone after landslide in Bageshwar.,power_failure
"Severe flood has affected us in Bageshwar, need urgent help!",request_rescue
Electricity has gone after hailstorm in Pauri.,power_failure
Electricity has gone after fire in Uttarkashi.,power_failure
"We are trapped in a landslide in Pithoragarh, send help!",request_rescue
"Severe cloudburst has affected us in Dehradun, need urgent help!",request_information
"There is a drought in Chamoli, please assist us.",request_rescue
We need medical assistance due to landslide in Pauri.,request_medical_aid
"Due to flood, situation is worsening in Pithoragarh. Need aid!",request_medical_aid
We need to evacuate urgently due to earthquake in Rudraprayag.,evacuation_request
We need medical assistance due to fire in Almora.,request_medical_aid
We need to evacuate urgently due to flood in Chamoli.,evacuation_request
We need to evacuate urgently due to fire in Nainital.,evacuation_request
We need to evacuate urgently due to earthquake in Bageshwar.,evacuation_request
"Severe hailstorm has affected us in Dehradun, need urgent help!",request_supplies
"We are trapped in a flood in Tehri, send help!",request_rescue
"We are trapped in a landslide in Rudraprayag, send help!",request_rescue
People missing after flood in Dehradun.,missing_person
"Due to landslide, situation is worsening in Bageshwar. Need aid!",request_rescue
"There is a cloudburst in Rudraprayag, please assist us.",request_medical_aid
Water and food are running out after drought hit Chamoli.,request_supplies
Electricity has gone after cloudburst in Uttarkashi.,power_failure
Help! Our house is stuck due to a drought in Uttarkashi.,request_rescue
Electricity has gone after landslide in Dehradun.,power_failure
People missing after earthquake in Tehri.,missing_person
Help! Our house is stuck due to a drought in Pauri.,missing_person
Electricity has gone after flood in Chamoli.,power_failure
Water and food are running out after drought hit Bageshwar.,request_supplies
We need to evacuate urgently due to cloudburst in Chamoli.,evacuation_request
"We are trapped in a flood in Dehradun, send help!",request_rescue
People missing after drought in Rudraprayag.,missing_person
We need to evacuate urgently due to landslide in Uttarkashi.,evacuation_request
We need medical assistance due to earthquake in Pithoragarh.,request_medical_aid
We need to evacuate urgently due to fire in Tehri.,evacuation_request
People missing after hailstorm in Tehri.,missing_person
"Severe landslide has affected us in Pithoragarh, need urgent help!",missing_person
"There is a hailstorm in Chamoli, please assist us.",request_supplies
Water and food are running out after hailstorm hit Pauri.,request_supplies
People missing after cloudburst in Rudraprayag.,missing_person
Electricity has gone after fire in Chamoli.,power_failure
Help! Our house is stuck due to a fire in Dehradun.,request_medical_aid
We need medical assistance due to drought in Pauri.,request_medical_aid
We need to evacuate urgently due to cloudburst in Pithoragarh.,evacuation_request
People missing after cloudburst in Chamoli.,missing_person
"There is a drought in Tehri, please assist us.",request_supplies
People missing after fire in Rudraprayag.,missing_person
"There is a cloudburst in Bageshwar, please assist us.",power_failure
Electricity has gone after flood in Pithoragarh.,power_failure
Water and food are running out after earthquake hit Chamoli.,request_supplies
"We are trapped in a hailstorm in Uttarkashi, send help!",request_rescue
People missing after fire in Chamoli.,missing_person
We need medical assistance due to drought in Nainital.,request_medical_aid
People missing after earthquake in Nainital.,missing_person
Electricity has gone after cloudburst in Bageshwar.,power_failure
We need to evacuate urgently due to flood in Almora.,evacuation_request
"Severe flood has affected us in Almora, need urgent help!",request_information
"Severe fire has affected us in Dehradun, need urgent help!",missing_person
Water and food are running out after earthquake hit Rudraprayag.,request_supplies
Help! Our house is stuck due to a cloudburst in Nainital.,power_failure
"We are trapped in a flood in Almora, send help!",request_rescue
"There is a cloudburst in Pithoragarh, please assist us.",evacuation_request
"Severe drought has affected us in Chamoli, need urgent help!",request_medical_aid
"We are trapped in a earthquake in Uttarkashi, send help!",request_rescue
"There is a drought in Nainital, please assist us.",request_information
Water and food are running out after earthquake hit Almora.,request_supplies
Water and food are running out after fire hit Tehri.,request_supplies
People missing after hailstorm in Uttarkashi.,missing_person
We need medical assistance due to drought in Dehradun.,request_medical_aid
Water and food are running out after earthquake hit Rudraprayag.,request_supplies
People missing after hailstorm in Pauri.,missing_person
"Severe cloudburst has affected us in Bageshwar, need urgent help!",power_failure
We need medical assistance due to drought in Rudraprayag.,request_medical_aid
People missing after fire in Almora.,missing_person
Electricity has gone after drought in Uttarkashi.,power_failure
"Due to hailstorm, situation is worsening in Almora. Need aid!",request_supplies
"Severe drought has affected us in Rudraprayag, need urgent help!",power_failure
"There is a earthquake in Tehri, please assist us.",request_medical_aid
"Severe hailstorm has affected us in Bageshwar, need urgent help!",missing_person
We need medical assistance due to hailstorm in Pithoragarh.,request_medical_aid
We need medical assistance due to flood in Nainital.,request_medical_aid
People missing after earthquake in Bageshwar.,missing_person
Electricity has gone after cloudburst in Almora.,power_failure
"Severe hailstorm has affected us in Tehri, need urgent help!",request_medical_aid
Electricity has gone after landslide in Nainital.,power_failure
People missing after drought in Bageshwar.,missing_person
Water and food are running out after landslide hit Nainital.,request_supplies
"Due to cloudburst, situation is worsening in Dehradun. Need aid!",request_supplies
People missing after cloudburst in Chamoli.,missing_person
"There is a cloudburst in Nainital, please assist us.",power_failure
Water and food are running out after landslide hit Nainital.,request_supplies
"We are trapped in a fire in Almora, send help!",request_rescue
"We are trapped in a cloudburst in Nainital, send help!",request_rescue
Water and food are running out after landslide hit Almora.,request_supplies
We need medical assistance due to drought in Bageshwar.,request_medical_aid
Help! Our house is stuck due to a drought in Bageshwar.,request_medical_aid
Water and food are running out after cloudburst hit Dehradun.,request_supplies
Electricity has gone after cloudburst in Nainital.,power_failure
We need to evacuate urgently due to flood in Bageshwar.,evacuation_request
Help! Our house is stuck due to a drought in Pithoragarh.,request_supplies
Electricity has gone after fire in Chamoli.,power_failure
People missing after earthquake in Rudraprayag.,missing_person
"We are trapped in a earthquake in Dehradun, send help!",request_rescue
People missing after cloudburst in Chamoli.,missing_person
"Due to fire, situation is worsening in Bageshwar. Need aid!",request_rescue
Water and food are running out after cloudburst hit Pithoragarh.,request_supplies
"There is a fire in Chamoli, please assist us.",power_failure
"Severe flood has affected us in Bageshwar, need urgent help!",request_supplies
We need medical assistance due to earthquake in Chamoli.,request_medical_aid
We need medical assistance due to landslide in Nainital.,request_medical_aid
Electricity has gone after flood in Bageshwar.,power_failure
Help! Our house is stuck due to a hailstorm in Dehradun.,damage_report
Water and food are running out after fire hit Pithoragarh.,request_supplies
Help! Our house is stuck due to a cloudburst in Chamoli.,request_information
Water and food are running out after cloudburst hit Pauri.,request_supplies
People missing after fire in Chamoli.,missing_person
Water and food are running out after hailstorm hit Chamoli.,request_supplies
People missing after fire in Chamoli.,missing_person
We need medical assistance due to hailstorm in Tehri.,request_medical_aid
We need to evacuate urgently due to flood in Pauri.,evacuation_request
People missing after hailstorm in Chamoli.,missing_person
We need medical assistance due to flood in Tehri.,request_medical_aid
Water and food are running out after flood hit Dehradun.,request_supplies
"There is a drought in Uttarkashi, please assist us.",damage_report
"We are trapped in a flood in Chamoli, send help!",request_rescue
We need to evacuate urgently due to hailstorm in Pithoragarh.,evacuation_request
People missing after fire in Rudraprayag.,missing_person
We need to evacuate urgently due to hailstorm in Dehradun.,evacuation_request
Water and food are running out after landslide hit Bageshwar.,request_supplies
Electricity has gone after fire in Bageshwar.,power_failure
"We are trapped in a landslide in Tehri, send help!",request_rescue
"Due to fire, situation is worsening in Pauri. Need aid!",request_supplies
"Severe earthquake has affected us in Pithoragarh, need urgent help!",request_information
"Due to cloudburst, situation is worsening in Rudraprayag. Need aid!",request_rescue
Help! Our house is stuck due to a earthquake in Uttarkashi.,missing_person
"There is a cloudburst in Nainital, please assist us.",request_medical_aid
"Severe flood has affected us in Dehradun, need urgent help!",power_failure
"Severe fire has affected us in Tehri, need urgent help!",request_supplies
Electricity has gone after landslide in Pithoragarh.,power_failure
Water and food are running out after landslide hit Tehri.,request_supplies
Help! Our house is stuck due to a hailstorm in Pauri.,damage_report
Water and food are running out after landslide hit Pithoragarh.,request_supplies
We need medical assistance due to fire in Tehri.,request_medical_aid
We need to evacuate urgently due to drought in Uttarkashi.,evacuation_request
Help! Our house is stuck due to a hailstorm in Almora.,missing_person
Electricity has gone after landslide in Nainital.,power_failure
Water and food are running out after landslide hit Rudraprayag.,request_supplies
We need medical assistance due to hailstorm in Bageshwar.,request_medical_aid
We need medical assistance due to cloudburst in Rudraprayag.,request_medical_aid
Help! Our house is stuck due to a flood in Nainital.,request_information
Electricity has gone after flood in Rudraprayag.,power_failure
We need to evacuate urgently due to landslide in Bageshwar.,evacuation_request
We need medical assistance due to drought in Uttarkashi.,request_medical_aid
"Severe flood has affected us in Dehradun, need urgent help!",request_information
Help! Our house is stuck due to a hailstorm in Nainital.,power_failure
People missing after flood in Chamoli.,missing_person
"There is a hailstorm in Pithoragarh, please assist us.",request_information
Electricity has gone after drought in Uttarkashi.,power_failure
"Severe earthquake has affected us in Bageshwar, need urgent help!",damage_report
People missing after hailstorm in Pithoragarh.,missing_person
"Severe earthquake has affected us in Rudraprayag, need urgent help!",damage_report
"We are trapped in a hailstorm in Bageshwar, send help!",request_rescue
People missing after drought in Uttarkashi.,missing_person
We need medical assistance due to flood in Dehradun.,request_medical_aid
Water and food are running out after drought hit Chamoli.,request_supplies
"Due to fire, situation is worsening in Rudraprayag. Need aid!",request_supplies
People missing after flood in Almora.,missing_person
"There is a hailstorm in Pithoragarh, please assist us.",request_supplies
We need to evacuate urgently due to hailstorm in Bageshwar.,evacuation_request
We need to evacuate urgently due to hailstorm in Chamoli.,evacuation_request
People missing after flood in Chamoli.,missing_person
"We are trapped in a earthquake in Chamoli, send help!",request_rescue
Water and food are running out after fire hit Chamoli.,request_supplies
Water and food are running out after earthquake hit Pauri.,request_supplies
"We are trapped in a earthquake in Uttarkashi, send help!",request_rescue
We need to evacuate urgently due to hailstorm in Rudraprayag.,evacuation_request
We need medical assistance due to drought in Pithoragarh.,request_medical_aid
Electricity has gone after fire in Tehri.,power_failure
We need to evacuate urgently due to landslide in Almora.,evacuation_request
Help! Our house is stuck due to a flood in Rudraprayag.,damage_report
We need to evacuate urgently due to landslide in Chamoli.,evacuation_request
Electricity has gone after fire in Pauri.,power_failure
We need to evacuate urgently due to cloudburst in Pithoragarh.,evacuation_request
"There is a fire in Uttarkashi, please assist us.",damage_report
Electricity has gone after cloudburst in Nainital.,power_failure
Electricity has gone after hailstorm in Tehri.,power_failure
"We are trapped in a drought in Uttarkashi, send help!",request_rescue
"There is a landslide in Pithoragarh, please assist us.",request_supplies
Water and food are running out after drought hit Dehradun.,request_supplies
People missing after earthquake in Nainital.,missing_person
"There is a landslide in Pithoragarh, please assist us.",missing_person
"Due to flood, situation is worsening in Pauri. Need aid!",power_failure
Help! Our house is stuck due to a flood in Tehri.,evacuation_request
We need medical assistance due to fire in Tehri.,request_medical_aid
Electricity has gone after drought in Dehradun.,power_failure
Help! Our house is stuck due to a drought in Bageshwar.,damage_report
Water and food are running out after drought hit Bageshwar.,request_supplies
People missing after earthquake in Pithoragarh.,missing_person
"We are trapped in a landslide in Chamoli, send help!",request_rescue
We need medical assistance due to fire in Uttarkashi.,request_medical_aid
"There is a hailstorm in Tehri, please assist us.",request_medical_aid
"We are trapped in a hailstorm in Pithoragarh, send help!",request_rescue
We need to evacuate urgently due to landslide in Pauri.,evacuation_request
We need to evacuate urgently due to hailstorm in Uttarkashi.,evacuation_request
We need medical assistance due to flood in Nainital.,request_medical_aid
Help! Our house is stuck due to a earthquake in Tehri.,request_medical_aid
Water and food are running out after hailstorm hit Pithoragarh.,request_supplies
"Severe drought has affected us in Bageshwar, need urgent help!",request_information
Help! Our house is stuck due to a flood in Uttarkashi.,request_information
"There is a landslide in Nainital, please assist us.",damage_report
"Due to flood, situation is worsening in Pithoragarh. Need aid!",power_failure
"Severe cloudburst has affected us in Pithoragarh, need urgent help!",power_failure
We need medical assistance due to flood in Bageshwar.,request_medical_aid
Water and food are running out after fire hit Pithoragarh.,request_supplies
We need medical assistance due to hailstorm in Dehradun.,request_medical_aid
Water and food are running out after fire hit Bageshwar.,request_supplies
Electricity has gone after cloudburst in Pithoragarh.,power_failure
"Due to fire, situation is worsening in Pithoragarh. Need aid!",evacuation_request
"Severe flood has affected us in Chamoli, need urgent help!",damage_report
"We are trapped in a drought in Tehri, send help!",request_rescue
"We are trapped in a cloudburst in Rudraprayag, send help!",request_rescue
"There is a drought in Bageshwar, please assist us.",request_supplies
We need medical assistance due to flood in Nainital.,request_medical_aid
"We are trapped in a fire in Uttarkashi, send help!",request_rescue
We need to evacuate urgently due to drought in Bageshwar.,evacuation_request
"Due to landslide, situation is worsening in Pauri. Need aid!",request_rescue
We need to evacuate urgently due to flood in Chamoli.,evacuation_request
"There is a drought in Tehri, please assist us.",request_medical_aid
"There is a earthquake in Pithoragarh, please assist us.",evacuation_request
Help! Our house is stuck due to a hailstorm in Nainital.,request_medical_aid
Help! Our house is stuck due to a cloudburst in Almora.,damage_report
Water and food are running out after drought hit Almora.,request_supplies
Help! Our house is stuck due to a drought in Chamoli.,request_supplies
Water and food are running out after earthquake hit Rudraprayag.,request_supplies
"We are trapped in a landslide in Nainital, send help!",request_rescue
We need to evacuate urgently due to fire in Nainital.,evacuation_request
Electricity has gone after landslide in Tehri.,power_failure
Help! Our house is stuck due to a fire in Tehri.,missing_person
Electricity has gone after cloudburst in Rudraprayag.,power_failure
We need to evacuate urgently due to drought in Pithoragarh.,evacuation_request
Electricity has gone after flood in Dehradun.,power_failure
"There is a fire in Uttarkashi, please assist us.",evacuation_request
"Severe earthquake has affected us in Almora, need urgent help!",power_failure
"Severe drought has affected us in Pauri, need urgent help!",missing_person
"Due to fire, situation is worsening in Rudraprayag. Need aid!",missing_person
People missing after cloudburst in Tehri.,missing_person
We need to evacuate urgently due to cloudburst in Rudraprayag.,evacuation_request
"We are trapped in a cloudburst in Pithoragarh, send help!",request_rescue
"There is a earthquake in Uttarkashi, please assist us.",request_supplies
We need medical assistance due to cloudburst in Rudraprayag.,request_medical_aid
Electricity has gone after hailstorm in Rudraprayag.,power_failure
We need to evacuate urgently due to cloudburst in Nainital.,evacuation_request
"Severe earthquake has affected us in Dehradun, need urgent help!",request_supplies
"Due to landslide, situation is worsening in Bageshwar. Need aid!",damage_report
We need medical assistance due to flood in Dehradun.,request_medical_aid
Help! Our house is stuck due to a cloudburst in Nainital.,request_information
We need to evacuate urgently due to fire in Tehri.,evacuation_request
"We are trapped in a fire in Tehri, send help!",request_rescue
"We are trapped in a landslide in Tehri, send help!",request_rescue
"There is a flood in Dehradun, please assist us.",request_information
We need to evacuate urgently due to cloudburst in Almora.,evacuation_request
We need medical assistance due to flood in Bageshwar.,request_medical_aid
We need medical assistance due to landslide in Rudraprayag.,request_medical_aid
Help! Our house is stuck due to a earthquake in Chamoli.,power_failure
"Due to cloudburst, situation is worsening in Uttarkashi. Need aid!",request_rescue
We need medical assistance due to hailstorm in Bageshwar.,request_medical_aid
Help! Our house is stuck due to a landslide in Pauri.,request_supplies
"Due to hailstorm, situation is worsening in Tehri. Need aid!",power_failure
"There is a flood in Tehri, please assist us.",evacuation_request
Water and food are running out after hailstorm hit Uttarkashi.,request_supplies
We need to evacuate urgently due to hailstorm in Almora.,evacuation_request
"There is a hailstorm in Nainital, please assist us.",request_supplies
Electricity has gone after landslide in Bageshwar.,power_failure
We need medical assistance due to drought in Uttarkashi.,request_medical_aid
Electricity has gone after hailstorm in Pauri.,power_failure
"There is a fire in Almora, please assist us.",request_supplies
Electricity has gone after earthquake in Bageshwar.,power_failure
"There is a landslide in Chamoli, please assist us.",power_failure
Electricity has gone after landslide in Dehradun.,power_failure
Electricity has gone after landslide in Dehradun.,power_failure
We need medical assistance due to earthquake in Pauri.,request_medical_aid
Water and food are running out after flood hit Rudraprayag.,request_supplies
Help! Our house is stuck due to a landslide in Uttarkashi.,damage_report
"We are trapped in a flood in Pauri, send help!",request_rescue
"We are trapped in a landslide in Dehradun, send help!",request_rescue
"Severe drought has affected us in Uttarkashi, need urgent help!",evacuation_request
People missing after drought in Tehri.,missing_person
Help! Our house is stuck due to a cloudburst in Tehri.,evacuation_request
"Severe cloudburst has affected us in Uttarkashi, need urgent help!",request_rescue
People missing after landslide in Pauri.,missing_person
"There is a flood in Uttarkashi, please assist us.",missing_person
"Severe earthquake has affected us in Rudraprayag, need urgent help!",missing_person
"We are trapped in a fire in Almora, send help!",request_rescue
Electricity has gone after flood in Pauri.,power_failure
We need medical assistance due to landslide in Tehri.,request_medical_aid
"Due to landslide, situation is worsening in Bageshwar. Need aid!",missing_person
We need to evacuate urgently due to fire in Pithoragarh.,evacuation_request
Electricity has gone after hailstorm in Uttarkashi.,power_failure
"We are trapped in a hailstorm in Tehri, send help!",request_rescue
Help! Our house is stuck due to a cloudburst in Pauri.,power_failure
"Due to drought, situation is worsening in Pauri. Need aid!",missing_person
We need medical assistance due to drought in Almora.,request_medical_aid
We need to evacuate urgently due to earthquake in Pauri.,evacuation_request
Electricity has gone after cloudburst in Chamoli.,power_failure
"Due to hailstorm, situation is worsening in Pauri. Need aid!",missing_person
People missing after earthquake in Pithoragarh.,missing_person
We need medical assistance due to earthquake in Uttarkashi.,request_medical_aid
Water and food are running out after hailstorm hit Nainital.,request_supplies
We need to evacuate urgently due to fire in Pauri.,evacuation_request
Help! Our house is stuck due to a hailstorm in Pauri.,request_medical_aid
"Severe hailstorm has affected us in Rudraprayag, need urgent help!",request_medical_aid
Water and food are running out after flood hit Uttarkashi.,request_supplies
"We are trapped in a cloudburst in Pithoragarh, send help!",request_rescue
People missing after hailstorm in Dehradun.,missing_person
We need medical assistance due to hailstorm in Almora.,request_medical_aid
Electricity has gone after cloudburst in Bageshwar.,power_failure
We need medical assistance due to hailstorm in Pauri.,request_medical_aid
Water and food are running out after drought hit Tehri.,request_supplies
"Severe flood has affected us in Nainital, need urgent help!",missing_person
We need medical assistance due to cloudburst in Uttarkashi.,request_medical_aid
Electricity has gone after drought in Rudraprayag.,power_failure
Electricity has gone after hailstorm in Tehri.,power_failure
Help! Our house is stuck due to a earthquake in Almora.,missing_person
Help! Our house is stuck due to a hailstorm in Pauri.,request_rescue
Electricity has gone after cloudburst in Nainital.,power_failure
Help! Our house is stuck due to a hailstorm in Uttarkashi.,request_information
"Due to flood, situation is worsening in Dehradun. Need aid!",request_information
"There is a landslide in Tehri, please assist us.",damage_report
People missing after hailstorm in Dehradun.,missing_person
"There is a earthquake in Pithoragarh, please assist us.",missing_person
People missing after flood in Pauri.,missing_person
We need to evacuate urgently due to hailstorm in Pithoragarh.,evacuation_request
"Due to earthquake, situation is worsening in Almora. Need aid!",request_rescue
People missing after landslide in Pithoragarh.,missing_person
People missing after fire in Bageshwar.,missing_person
"We are trapped in a flood in Almora, send help!",request_rescue
"Due to flood, situation is worsening in Rudraprayag. Need aid!",request_information
"Severe landslide has affected us in Uttarkashi, need urgent help!",damage_report
"We are trapped in a landslide in Pauri, send help!",request_rescue
